id,title,overview,genres,cast,director,keywords,vote_average,popularity
334074,Survivor,"A Foreign Service Officer in London tries to prevent a terrorist attack set to hit New York, but is forced to go on the run when she is framed for crimes she did not commit.","Crime,Thriller,Action","Pierce Brosnan,Milla Jovovich,Dylan McDermott,Angela Bassett,Robert Forster",James McTeigue,"new year's eve,fire,showdown,terrorist,embassy",5.4,2.331636
312221,Creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",Drama,"Michael B. Jordan,Sylvester Stallone,Graham McTavish,Tessa Thompson,Phylicia RashÄd",Ryan Coogler,"underdog,sport,spin off,underground fighting,motivational speaker",7.3,2.331567
271718,Trainwreck,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",Comedy,"Amy Schumer,Bill Hader,Brie Larson,Colin Quinn,Vanessa Bayer",Judd Apatow,"alcohol,one-night stand",6.1,2.31767
333352,Eye in the Sky,A military officer in command of a drone operation to capture terrorists in Kenya sees her mission escalate from â€œcaptureâ€ to â€œkillâ€ just as a nine-year old girl enters the kill zone.,"Drama,Thriller,War","Helen Mirren,Aaron Paul,Alan Rickman,Iain Glen,Barkhad Abdi",Gavin Hood,"terrorist,drone,u.s. military,air force base,combat drone",7.2,2.29573
276907,Legend,"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.","Crime,Thriller","Tom Hardy,Emily Browning,Christopher Eccleston,David Thewlis,Taron Egerton",Brian Helgeland,"biography,based on true story,gangster,twins",6.7,2.28135
284289,Beyond the Reach,A high-rolling corporate shark and his impoverished young guide play the most dangerous game during a hunting trip in the Mojave Desert.,Thriller,"Michael Douglas,Jeremy Irvine,Hanna Mangan Lawrence,Ronny Cox,Martin Palmer",Jean-Baptiste LÃ©onetti,"desert,hunting",5.5,2.272044
266647,Pan,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.","Adventure,Family,Fantasy","Levi Miller,Garrett Hedlund,Hugh Jackman,Rooney Mara,Amanda Seyfried",Joe Wright,"flying,magic,fairy tale,peter pan,mermaid",5.9,2.234573
347096,Mythica: The Darkspore,"When Teelaâ€™s sister is murdered and a powerful relic stolen, Marek and her friends face a sinister new enemy â€“ Kishkumen, a foreign mystic bent on reclaiming the Darkspore for his master Szorlok. Armed with twin maps, Marek and her team race Kishkumen and his horde through creature-infested lands, to a long abandoned underground city â€“ all the while pursued by bounty hunters intent on returning Marek to slavery.","Action,Adventure,Fantasy","Melanie Stone,Kevin Sorbo,Adam Johnson,Jake Stormoen,Rocky Myers",Anne K. Black,"sword,magic,sorcery,necromancer,woman director",5.1,2.165433
308369,Me and Earl and the Dying Girl,"Greg is coasting through senior year of high school as anonymously as possible, avoiding social interactions like the plague while secretly making spirited, bizarre films with Earl, his only friend. But both his anonymity and friendship threaten to unravel when his mother forces him to befriend a classmate with leukemia.","Comedy,Drama","Thomas Mann,RJ Cyler,Olivia Cooke,Connie Britton,Nick Offerman",Alfonso Gomez-Rejon,"tattoo,high school,leukemia,friends,parody",7.7,2.141506
227973,The Peanuts Movie,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest back home.","Adventure,Animation,Comedy,Family","Noah Schnapp,Bill Melendez,Venus Schultheis,Hadley Belle Miller,Madisyn Shipman",Steve Martino,"based on comic strip,family,3d,charlie brown,snoopy",6.4,2.140199
321741,Concussion,"A dramatic thriller based on the incredible true David vs. Goliath story of American immigrant Dr. Bennet Omalu, the brilliant forensic neuropathologist who made the first discovery of CTE, a football-related brain trauma, in a pro player and fought for the truth to be known. Omalu's emotional quest puts him at dangerous odds with one of the most powerful institutions in the world.",Drama,"Will Smith,Bitsie Tulloch,Gugu Mbatha-Raw,Alec Baldwin,Matthew Willig",Peter Landesman,"american football,biography,professional sports,sports injury,nfl",6.9,2.121884
296100,The Night Before,"In New York City for their annual tradition of Christmas Eve debauchery, three lifelong best friends set out to find the Holy Grail of Christmas parties since their yearly reunion might be coming to an end.",Comedy,"Joseph Gordon-Levitt,Seth Rogen,Anthony Mackie,Lizzy Caplan,Jillian Bell",Jonathan Levine,"male friendship,new york city,drug,christmas eve,childhood friend",6.1,2.096273
263472,Knock Knock,"When a devoted husband and father is left home alone for the weekend, two stranded young women unexpectedly knock on his door for help. What starts out as a kind gesture results in a dangerous seduction and a deadly game of cat and mouse.","Drama,Horror,Thriller","Keanu Reeves,Lorenza Izzo,Ana de Armas,Aaron Burns,Colleen Camp",Eli Roth,"female nudity,sex,disc jockey,infidelity,rain",4.8,2.080935
228205,The Longest Ride,The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.,"Romance,Drama","Scott Eastwood,Britt Robertson,Lolita Davidovich,Melissa Benoist,Jack Huston","George Tillman, Jr.","based on novel,art student,cowboys,injury,bull riding",7.3,2.070708
159824,Hotel Transylvania 2,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.","Animation,Comedy,Family","Adam Sandler,Andy Samberg,Selena Gomez,Kevin James,Steve Buscemi",Genndy Tartakovsky,"transylvania,hotel,witch,technology,magic",6.8,2.060162
333348,Love the Coopers,"When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.","Family,Comedy","Steve Martin,Diane Keaton,John Goodman,Alan Arkin,Olivia Wilde",Jessie Nelson,"big family,family relationships,family,woman director,christmas",5.3,2.055572
285783,The Walk,The story of French high-wire artist Philippe Petit's attempt to cross the Twin Towers of the World Trade Center in 1974.,"Adventure,Drama,Thriller","Joseph Gordon-Levitt,Ben Kingsley,Charlotte Le Bon,Ben Schwartz,James Badge Dale",Robert Zemeckis,"1970s,skyscraper,based on true story,tightrope,planning",6.8,2.049886
290764,Tracers,"Wanted by the mafia, a New York City bike messenger escapes into the world of parkour after meeting a beautiful stranger.","Action,Crime,Drama","Marie Avgeropoulos,Taylor Lautner,Adam Rayner,Rafi Gavron,Sam Medina",Daniel Benmayor,"chinese mafia,parkour,new york city,loan shark,young adult",5.9,2.026651
296099,Vacation,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.","Adventure,Comedy","Ed Helms,Christina Applegate,Skyler Gisondo,Steele Stebbins,Chris Hemsworth",John Francis Daley|Jonathan M. Goldstein,"route 66,grand canyon,cow,vacation,road trip",6.1,2.000338
243688,Poltergeist,"Legendary filmmaker Sam Raimi and director Gil Kenan reimagine and contemporize the classic tale about a family whose suburban home is invaded by angry spirits. When the terrifying apparitions escalate their attacks and take the youngest daughter, the family must come together to rescue her.","Horror,Thriller","Sam Rockwell,Rosemarie DeWitt,Saxon Sharbino,Kyle Catlett,Kennedi Clements",Gil Kenan,"poltergeist,haunted house,remake,duringcreditsstinger",5.0,1.984529
287424,Maggie,"There's a deadly zombie epidemic threatening humanity, but Wade, a small-town farmer and family man, refuses to accept defeat even when his daughter Maggie becomes infected. As Maggie's condition worsens and the authorities seek to eradicate those with the virus, Wade is pushed to the limits in an effort to protect her. Joely Richardson co-stars in this post-apocalyptic thriller.",Horror,"Arnold Schwarzenegger,Abigail Breslin,Joely Richardson,Laura Cayouette,J.D. Evermore",Henry Hobson,"post-apocalyptic,dystopia,zombies",5.1,1.980039
301875,Equals,A futuristic love story set in a world where emotions have been eradicated.,"Drama,Romance,Science Fiction","Kristen Stewart,Nicholas Hoult,Guy Pearce,Jacki Weaver,Bel Powley",Drake Doremus,"illustrator,sex scene,near future,infected,emotions",5.6,1.959765
181283,Child 44,"Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership.","Crime,Thriller","Tom Hardy,Gary Oldman,Noomi Rapace,Joel Kinnaman,Paddy Considine",Daniel Espinosa,"murder,serial killer,military,chili,soviet union",5.9,1.95632
328425,The Gift,"A husband and wife try to reinvigorate their relationship but their lives are threatened by a ""friend"" from the husband's past who holds a horrifying secret about him, sending their world into a tailspin.","Thriller,Mystery","Jason Bateman,Rebecca Hall,Joel Edgerton,David Denman,Beau Knapp",Joel Edgerton,"detective,stalker,gift,bully,psychological thriller",6.6,1.926739
274167,Daddy's Home,"The story of a mild-mannered radio executive (Ferrell) who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.",Comedy,"Will Ferrell,Mark Wahlberg,Linda Cardellini,Thomas Haden Church,Hannibal Buress",Sean Anders,daddys home,5.7,1.904898
307663,Vice,"Julian Michaels has designed the ultimate resort: VICE, where anything goes and the customers can play out their wildest fantasies with artificial inhabitants who look, think and feel like humans. When an artificial becomes self-aware and escapes, she finds herself caught in the crossfire between Julian's mercenaries and a cop who is hell-bent on shutting down Vice, and stopping the violence once and for all.","Thriller,Science Fiction,Action,Adventure","Ambyr Childers,Thomas Jane,Bryan Greenberg,Bruce Willis,Johnathon Schaech",Brian A Miller,"artificial intelligence,android,self-awareness,mercenary,virtual reality",4.1,1.872696
309809,The Little Prince,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.","Adventure,Animation,Fantasy","Jeff Bridges,Rachel McAdams,Paul Rudd,Marion Cotillard,James Franco",Mark Osborne,"philosophy,utopia,airplane,adventure,dystopia",7.5,1.865007
